"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"LLEF6JM2","presentation","2017","Dennis, Tim","Open Science Framework for Research Workflows","","","","","https://calendar.library.ucla.edu/event/3541619","There are many actions researchers can take to increase the openness and reproducibility of their work. Please join us for a workshop, hosted by the Center for Open Science, to learn easy, practical steps researchers can take to increase the reproducibility of their work. The workshop will be hands-on. Using example studies, attendees will actively participate in creating a reproducible project from start to finish. Topics covered: Project documentation Version control Pre-Analysis plans Open source tools like the Center for Open Science’s Open Science Framework to easily implement these concepts in a scientific workflow.","2017-10-18","2019-11-11 19:59:29","2019-11-11 19:59:29","2019-11-18","","","","","","","","","","","","","","","","Workshop","","","","","","<p>Need to categorize &amp; figure out where to put.</p> <p> </p>","","","","","","","","Dennis, Tim","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PQGLJU5T","presentation","2017","Dennis, Tim; Childress, Dawn","Software Carpentry in R: UCLA","","","","","https://ucla-data-archive.github.io/2017-10-16-ucla/","Software Carpentry aims to help researchers get their work done in less time and with less pain by teaching them basic research computing skills. This hands-on workshop will cover basic concepts and tools, including program design, version control, data management, and task automation. Participants will be encouraged to help one another and to apply what they have learned to their own research problems.","2017-10-16","2019-11-11 19:59:29","2019-12-01 03:10:24","2019-11-09","","","","","","","","","","","","","UCLA Library","en","","Workshop","","","","","","","","","instr-lib-spnsr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GXBWGZXQ","presentation","2017","Dennis, Tim; Jamison, Jamie","Open Refine Continued and Bring Your Own Dirty Data","","","","","http://calendar.library.ucla.edu/event/3603414","A follow-up Open Refine class to cover some topics we didn't get to cover in the Library Carpentry on 9-8. We'll pick up on how to do more transformations in Open Refine including split and join operations. We'll then explore the wonderful world of using Open Refine to enhance our data with data from external sources, including CrossRef, Virtual International Authority File (VIAF), and WikiData. Jamie Jamison will then show us some real data sets she has used Open Refine to clean. We'll also leave time for working with data you bring.","2017-09-22","2019-11-11 19:59:29","2019-12-01 03:17:54","2019-11-09","","","","","","","","","","","","","UCLA Library","en","","Workshop","","","","","","","","","instr-lib-spnsr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5LVG48A5","presentation","2017","Dennis, Tim; Weaver, Belinda; Peterson, Scott; Schneider, Juliane","Library Carpentry Workshop","","","","","https://ucla-data-archive.github.io/2017-09-08-ucla/","Library Carpentry is made by librarians, for librarians to help you: automate repetitive, boring, error-prone tasks create, maintain and analyse sustainable and reusable data work effectively with IT and systems colleagues better understand the use of software in research and much more...","2017-09-08","2019-11-11 19:59:29","2019-12-15 18:19:40","2019-11-09","","","","","","","","","","","","","UCLA Library","en","","Workshop","","","","","27","","","","instr-lib-spnsr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MDPD8WWY","presentation","2017","Dennis, Tim; Weaver, Belinda; Schneider, Juliane; Chodacki, John","Using Data Effectively: Carpentries Teach Tools and Best Practice","","","","","https://calendar.library.ucla.edu/event/3512041","Looking for contextually-based data and computational training in a supportive, collaborative environment? Come join us in the Young Research Library Presentation Room for an introduction to the Software & Data Carpentry movement -- a community-based computational and data skills instruction. The Community Development Lead for Software & Data Carpentry, Belinda Weaver, is in town from Brisbane, Australia to promote and catalyze the Carpentries at UCLA. We also have Juliane Schneider, Lead Data Curator of Harvard's Catalyst archive and maintainer of the Library Carpentry Open Refine lesson, to tell us about the newest Carpentry -- Library Carpentry -- and how it fits into the broader Carpentry movements. John Chodacki from CDL's UC3 is on hand to tell us about the next steps for Library Carpentry in the North Americas.","2017-09-07","2019-11-11 19:59:29","2019-12-01 03:20:06","2019-11-09","","","","","","","","","","","","","UCLA Library","en","","","","","","","","","","","libserv-other","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5HQSGTF5","presentation","2017","Dennis, Tim; Dekker, Harrison","A Hands-on Introduction to Literate Programming in R","","","","","https://calendar.library.ucla.edu/event/3495514","A fundamental challenge for open science is how best to share the code and data used to produce the analysis, tables, and figures contained in a publication. Fortunately, new tools are emerging to address this problem. This workshop will introduce a solution that utilizes widely used open source components. We’ll create a “compilable” document containing text and bibliography, as well as all the code needed to create the graphs and tables. We’ll demonstrate how the process facilitates making revisions when data changes or in response to reviewer recommendation and the ease with which work can be shared pre or post publication. The following tools will be introduced.","2017-08-25","2019-11-11 19:59:29","2019-11-30 16:16:51","2019-11-09","","","","","","","","","","","","","UCLA Library","en","","Workshop","","","","","","","","","lib-service_lib-sponsored","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PH34S6N5","conferencePaper","2017","Dennis, Tim; Dekker, Harrison","A Hands-On Introduction To Literate Programming In R","Zenodo","","","10.5281/zenodo.883630","http://doi.org/10.5281/zenodo.883630","","2017-10-27","2019-11-11 19:59:29","2019-12-01 03:06:58","","","","","","","","","","","","","","Berlin, Germany","","","","","","","","Citation Key: Tim_Dennis36651972","<p>force11 - berlin</p>","","","outlib-conf-part","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Force11 2017","","","","","","","","","","","","","","",""
"5GTVB2UG","conferencePaper","2017","Dennis, Tim; Dennis, Tim; Chodacki, John; Schneider, Juliane","Taking The Carpentry Model To Librarians","Zenodo","","","10.5281/ZENODO.1112373","http://doi.org/10.5281/ZENODO.1112373","","2017","2019-11-11 19:59:29","2019-12-01 03:21:24","","","","","","","","","","","","","","Washington, D.C.","","","","","","","","Citation Key: Tim_Dennis47333030","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CNI Fall 2019 Membership Meeting","","","","","","","","","","","","","","",""
"2EW827Y7","journalArticle","2017","Dennis, Tim; Dennis, Tim","Ucla Library Data Archive: Providing Archive And Data Services Since 1961","Zenodo","","","10.5281/ZENODO.1064047","http://doi.org/10.5281/ZENODO.1064047","","2017","2019-11-11 19:59:29","2019-11-11 19:59:29","","","","","","","","","","","","","","","","","","","","","","Citation Key: Tim_Dennis47333335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JP8C3PFY","journalArticle","2017","Dennis, Tim; Dennis, Tim","Fsci-Am7: Dataviz In R With Ggplot2","Zenodo","","","10.5281/zenodo.883649","http://doi.org/10.5281/zenodo.883649","","2017","2019-11-11 19:59:29","2019-12-01 03:22:03","","","","","","","","","","","","","","","","","","","","","","Citation Key: Tim_Dennis36651971","<p>Taught at FSCI.</p>","","","outlib-workshops","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YMVAFDBG","conferencePaper","2017","Dennis, Tim","Positioning Libraries To Support Data Science (Invited)","","","","10.5281/ZENODO.1009480","http://doi.org/10.5281/ZENODO.1009480","The emergence of data science as a field of study has seen rapid growth in the US academic setting. The techniques of data science are also fueling research innovation. This talk will explore how we, as librarians, can respond to this trend. Drawing on my experience at UC Berkeley with the Berkeley Institute for Data Science , at UCSD with their nascent data science initiative, and through the recent IMLS funded workshop on Data Science in Libraries, I can give context to what’s happening in US academic libraries around data science and lead an interactive session on how that corresponds to South African libraries.","2017-10-05","2019-11-11 19:59:29","2019-12-14 04:34:59","","","","","","","","","18th ANNUAL Library and Information Association of South Africa Conference 2017 (LiASA)","","","","","Johannesburg, South Africa","","","","","","","","Citation Key: Tim_Dennis63492265","<p>Invited Keynote and travel/accommodations paid by LiASA.</p> <p> </p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EZWMSDM3","presentation","2017","Dennis, Tim; Mias, Erica; Roos, Kayleigh; van der Walt, Isak","Library Carpentry Workshop","","","","","https://nwu-digitalhumanities.github.io/2017-09-30-lc-south-africa/","Library Carpentry is made by librarians, for librarians to help you, automate repetitive, boring, error-prone tasks; create, maintain and analyse sustainable and reusable data;  work effectively with IT and systems colleagues;  better understand the use of software in research;  and much more...","2017-09-30","2019-11-11 22:18:27","2019-12-15 18:08:08","2019-11-11","","","","","","","","","","","","","University of the Witwatersrand, Johannesburg, South Africa","en","","Workshop","","","","","25","","","","outlib-workshops","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOUTH AFRICAN CENTRE FOR DIGITAL LANGUAGE  RESOURCES","","","","","","","","","","","","","","","",""
"DZGXQ774","presentation","2017","Dennis, Tim; Roos, Kayleigh","Library Carpentry Sprint","","","","","https://www.tim-dennis.com/2017/10/02/lib-carp-sprint-south-africa.html","The Library Carpentry sprint is part of the Library and Information Association of South Africa 2017 Conference, which will take place on 2 October, 2017 in Johannesburg. For those new to the field, a sprint is like a hackathon - it is a way to get people working together to create, update or extend open projects like Library Carpentry.","2017-10-02","2019-11-11 22:18:27","2019-12-01 03:16:45","2019-11-11","","","","","","","","","","","","","Johannesburg, South Africa","en","","Workshop","","","","","","","","","outlib-workshops","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Library and Information Association of South Africa 2017 Conference","","","","","","","","","","","","","","","",""
"RPI4ITZL","presentation","2017","Dennis, Tim; Steyn, Juan; van der Walt, Anelda","Software Carpentry Instructor Training: North-West University Potchefstroom","","","","","https://nwu-eresearch.github.io/2017-10-09-NWU-eResearch-ttt/","Software Carpentry and Data Carpentry's mission is to help scientists and engineers get more research done in less time and with less pain by teaching them basic lab skills for scientific computing. This hands-on two-day workshop covers the basics of educational psychology and instructional design, and looks at how to use these ideas in both intensive workshops and regular classes.","2017-10-09","2019-11-11 22:18:27","2019-12-01 03:10:41","2019-11-11","","","","","","","","","","","","","Potchefstroom, South Africa","en","","Workshop","","","","","","","","","outlib-workshops","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","SOUTH AFRICAN CENTRE FOR DIGITAL LANGUAGE  RESOURCES","","","","","","","","","","","","","","","",""
"V8767L8N","presentation","2017","Dennis, Tim; Koch, Christina","Instructor Training - Virginia Tech/NIST","","","","","https://jt14den.github.io/2017-04-24-ttt-online-vatech-nist/","Software Carpentry and Data Carpentry's mission is to help scientists and engineers get more research done in less time and with less pain by teaching them basic lab skills for scientific computing. This hands-on two-day workshop covers the basics of educational psychology and instructional design, and looks at how to use these ideas in both intensive workshops and regular classes.","2017-04-26","2019-11-11 22:18:27","2019-12-01 03:20:26","2011-11-11","","","","","","","","","","","","","Online","en","","Instructor Training Workshop","","","","","","","","","outlib-workshops","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Software & Data Carpentry Instructor Training","","","","","","","","","","","","","","","",""
"UUV4IXF4","presentation","2017","Dennis, Tim; Weaver, Belinda","Portland Library Carpentry Instructor Training","","","","","https://weaverbel.github.io/2017-05-04-portland-ttt/","Software Carpentry and Data Carpentry's mission is to help scientists and engineers get more research done in less time and with less pain by teaching them basic lab skills for scientific computing. This hands-on two-day workshop covers the basics of educational psychology and instructional design, and looks at how to use these ideas in both intensive workshops and regular classes.","2017-05-04","2019-11-11 22:18:27","2019-11-11 22:18:27","2019-11-11","","","","","","","","","","","","","Portland, Oregon","en","","Instructor Training Workshop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7EF8UM98","presentation","2018","Dennis, Tim; Oliver, Jeff","Carpentries Instructor Training","","","","","https://jcoliver.github.io/2018-07-18-ttt-online/","The course is aimed at everyone who is interested in becoming a better teacher. In particular, this training is aimed at those who want to become Software Carpentry and Data Carpentry instructors, run workshops and contribute to the Carpentry training materials. You don't currently have to be an instructor or a teacher to attend this workshop, but you do need to be willing and committed to becoming one and to improving your teaching techniques.","2018-07-18","2019-11-11 22:18:27","2019-12-01 03:00:17","2019-11-11","","","","","","","","","","","","","Online","en","","Carpentries Instructor Training","","","","","","","","","outlib-workshops","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ED3E2FL4","presentation","2018","Dennis, Tim; Oliver, Jeff","Carpentries Instructor Training","","","","","https://jcoliver.github.io/2018-10-10-ttt-online-PST/","The course is aimed at everyone who is interested in becoming a better teacher. In particular, this training is aimed at those who want to become Software Carpentry and Data Carpentry instructors, run workshops and contribute to the Carpentry training materials. You don't currently have to be an instructor or a teacher to attend this workshop, but you do need to be willing and committed to becoming one and to improving your teaching techniques.","2018-10-10","2019-11-11 22:18:27","2019-12-01 02:57:39","2019-11-11","","","","","","","","","","","","","Online","en","","Carpentries Instructor Training","","","","","","","","","outlib-workshops","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EDQL6D6G","presentation","2018","Dennis, Tim; SherAaron","Carrothers Library, URI Kingston Campus","","","","","https://jt14den.github.io/2018-10-24-ttt-providence/","The course is aimed at everyone who is interested in becoming a better teacher. In particular, this training is aimed at those who want to become Software Carpentry and Data Carpentry instructors, run workshops and contribute to the Carpentry training materials. You don't currently have to be an instructor or a teacher to attend this workshop, but you do need to be willing and committed to becoming one and to improving your teaching techniques.","2018-10-25","2019-11-11 22:18:27","2019-12-01 02:57:03","2019-11-11","","","","","","","","","","","","","University of Rhode Island","en","","Carpentries Instructor Training","","","","","","","","","outlib-workshops","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WDTWEEN8","presentation","2018","Dennis, Tim; Rokem, Ariel","Carpentries Instructor Training","","","","","https://arokem.github.io/2018-11-27-ttt-online/","The course is aimed at everyone who is interested in becoming a better teacher. In particular, this training is aimed at those who want to become Software Carpentry and Data Carpentry instructors, run workshops and contribute to the Carpentry training materials. You don't currently have to be an instructor or a teacher to attend this workshop, but you do need to be willing and committed to becoming one and to improving your teaching techniques.","2018-11-17","2019-11-11 22:18:27","2019-12-01 02:56:57","2019-11-11","","","","","","","","","","","","","Online","en","","Carpentries Instructor Training","","","","","","","","","outlib-workshops","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JPJ4QYWL","presentation","2017","Dennis, Tim","Data Archive Update","","","","","","","2017-11-20","2019-11-29 22:10:03","2019-11-29 22:13:28","","","","","","","","","","","","","","UCLA Library","English","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UCLA Library All-Staff Meeting","","","","","","","","","","","","","","","",""
"YFLPEZJD","presentation","2017","Dennis, Tim","Data Archive - DIIT Staff Meeting","","","","","https://hackmd.io/@timdennis/ByRxB669Z","","2017-09-19","2019-11-29 22:14:51","2019-11-29 22:17:38","2019-11-29","","","","","","","","","","","","","","en","cc_by_4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","DIIT All Staff Meeting","","","","","","","","","","","","","","","",""
"74W2P8QI","presentation","2018","Dennis, Tim","Version Control with Command Line Git and GitHub","","","","","","RT2 provides participants with an overview of tools and best practices for transparent and reproducible social science research. The curriculum is developed and delivered by academic leaders in the open science movement and there is space for collaborative work and hands-on skill building. Participants are encouraged to bring existing research questions and ideas based on their own interests to seek support and feedback from instructors and other attendees.","2018-09-06","2019-12-01 18:42:01","2019-12-01 19:25:47","","","","","","","","","","","","","","UCLA","","","Workshop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Research Transparency and Reproducibility Training (RT2) – Los Angeles","","","","","","","","","","","","","","","",""
"IXCLK4ZF","presentation","2018","Dennis, Tim","Jupyter Notebooks: Hands-on","","","","","","RT2 provides participants with an overview of tools and best practices for transparent and reproducible social science research. The curriculum is developed and delivered by academic leaders in the open science movement and there is space for collaborative work and hands-on skill building. Participants are encouraged to bring existing research questions and ideas based on their own interests to seek support and feedback from instructors and other attendees.","2018-09-07","2019-12-01 18:44:42","2019-12-01 20:03:56","","","","","","","","","","","","","","","","","Workshop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CECCYEE6","presentation","2018","Dennis, Tim","Introduction to GIT","","","","","https://pad.carpentries.org/2018-ucckg-lc","","2018-08-20","2019-12-01 19:01:14","2019-12-01 20:08:39","2019-12-01","","","","","","","","","","","","","Online","","","Workshop","","","","","","<p>12</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","UC Libraries Data Curation Common Knowledge Group","","","","","","","","","","","","","","","",""
"P7JUQY34","presentation","2019","Dennis, Tim","The Carpentries: Building Local and Global Communities of Practice to Improve Data Skills (Invited)","","","","","https://zenodo.org/badge/DOI/10.5281/zenodo.3576151.svg","The Carpentries builds global capacity in essential data and computational skills for conducting efficient, open, and reproducible research. We train and foster an active, inclusive, diverse community of learners and instructors that promotes and models the importance of software and data in research. We collaboratively develop openly-available lessons and deliver these lessons using evidence-based teaching practices. The Carpentries is comprised of three distinct lesson programs: Software Carpentry, Data Carpentry, and Library Carpentry. Together, they comprise communities of volunteer researchers, educators, and more who develop lessons and teach intensive one to two day workshops on basic computing and data skills for researchers. This session provides an overview of the set of shared practices and principles that enable the Carpentries to run accessible, inclusive training workshops; teach openly available, high-quality, community-developed lessons; and foster an active, inclusive, diverse instructor community that promotes and models reproducible research as a community norm. We'll also cover how these shared practices and principles evolve and develop over time through assessment and feedback from learners and instructors. Finally, we'll share how the community operates to collaborative write, maintain, and improve lessons for a global learner community. Ultimately, attendees will come out of this session with a good understanding of how this highly successful global training program works, scales and improves over time. Author","2019-12-13","2019-12-14 04:30:15","2019-12-14 17:42:56","2019-12-13","","","","","","","","","","","","","San Francisco, CA","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","American Geophysical Union (AGU) Fall Meeting 2019","","","","","","","","","","","","","","","",""
"GDVN66KN","presentation","2019","Dennis, Tim; Burton, Matt; Mandal, Idriana; Steeves, Vicky; Dekker, Harrison","The New Normal: Why Libraries are Teaching AI, ML, DH, NLP, VR…","","","","","https://cnifall2019membershipmeeting.sched.com/event/Xk48/41-the-new-normal-why-libraries-are-teaching-ai-ml-dh-nlp-vr","intelligence (AI), machine learning (ML), digital humanities (DH), natural language processing (NLP), and virtual reality (VR) experts, workshops, consultations, and interdisciplinary projects. Why is that? While on the surface this segment of information and research services may be considered beyond the accustomed library role, the growing popularity of these offerings, at a time when traditional library services are on the wane, suggests that they are fast becoming the new normal. By connecting and fostering collaboration across the disciplines, these libraries are enhancing the teaching, learning and research experience and helping reassert the library's key role as the center of scholarship. In this panel, data-centric librarians and scientists explore the origins of this trend and possible future directions.","2019-12-10","2019-12-14 16:06:05","2019-12-14 16:10:28","2019-12-15","","","","","","","","","","","","","Washington, D.C.","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CNI Fall Meeting","","","","","","","","","","","","","","","",""
"QM735Q7X","presentation","2018","Dennis, Tim; Allen, Kristian","Library Carpentry Workshop","","","","","https://ucla-data-archive.github.io/2018-08-28-usc/","Library Carpentry is made by librarians, for librarians to help you, automate repetitive, boring, error-prone tasks; create, maintain and analyse sustainable and reusable data;  work effectively with IT and systems colleagues;  better understand the use of software in research;  and much more...","2018-08-28","2019-12-14 16:12:28","2019-12-15 18:33:07","2019-12-15","","","","","","","","","","","","","USC Library, Los Angeles","en","","Workshop","","","","","27","","","","outlib-workshops","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"266UAMSZ","presentation","2018","Dennis, Tim; Skarzynski, Martin","Library Carpentry Workshop","","","","","https://jt14den.github.io/2018-06-10-baltimore-sla/","Library Carpentry is made by librarians, for librarians to help you: automate repetitive, boring, error-prone tasks create, maintain and analyse sustainable and reusable data work effectively with IT and systems colleagues better understand the use of software in research and much more...","2018-06-10","2019-12-15 18:08:38","2019-12-15 18:15:16","2019-12-15","","","","","","","","","","","","","Baltimore, MD","en","","Workshop","","","","","20","","","","outlib-workshops","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Special Libraries Association 2018","","","","","","","","","","","","","","","",""
